Tag,Name,Keyword,VR,VM,Remarks,Tag_cleaned
"(0010,1100)",Referenced Patient Photo Sequence,Referenced​Patient​Photo​Sequence,SQ,1,,00101100
"(0010,2000)",Medical Alerts,Medical​Alerts,LO,1-n,,00102000
"(0010,2110)",Allergies,Allergies,LO,1-n,,00102110
"(0010,2150)",Country of Residence,Country​Of​Residence,LO,1,,00102150
"(0010,2152)",Region of Residence,Region​Of​Residence,LO,1,,00102152
"(0010,2154)",Patient's Telephone Numbers,Patient​Telephone​Numbers,SH,1-n,,00102154
"(0010,2155)",Patient's Telecom Information,Patient​Telecom​Information​,LT,1,,00102155
"(0010,2160)",Ethnic Group,Ethnic​Group,SH,1,,00102160
"(0010,2161)",Ethnic Group Code Sequence,Ethnic​Group​Code​Sequence,SQ,1,,00102161
"(0010,2180)",Occupation,Occupation,SH,1,,00102180
"(0010,21A0)",Smoking Status,Smoking​Status,CS,1,,001021A0
"(0010,21B0)",Additional Patient History,Additional​Patient​History,LT,1,,001021B0
"(0010,21C0)",Pregnancy Status,Pregnancy​Status,US,1,,001021C0
"(0010,21D0)",Last Menstrual Date,Last​Menstrual​Date,DA,1,,001021D0
"(0010,21F0)",Patient's Religious Preference,Patient​Religious​Preference,LO,1,,001021F0
"(0010,2201)",Patient Species Description,Patient​Species​Description,LO,1,,00102201
"(0010,2202)",Patient Species Code Sequence,Patient​Species​Code​Sequence,SQ,1,,00102202
"(0010,2203)",Patient's Sex Neutered,Patient​Sex​Neutered,CS,1,,00102203
"(0010,2210)",Anatomical Orientation Type,Anatomical​Orientation​Type,CS,1,,00102210
"(0010,2292)",Patient Breed Description,Patient​Breed​Description,LO,1,,00102292
"(0010,2293)",Patient Breed Code Sequence,Patient​Breed​Code​Sequence,SQ,1,,00102293
"(0010,2294)",Breed Registration Sequence,Breed​Registration​Sequence,SQ,1,,00102294
"(0010,2295)",Breed Registration Number,Breed​Registration​Number,LO,1,,00102295
"(0010,2296)",Breed Registry Code Sequence,Breed​Registry​Code​Sequence,SQ,1,,00102296
"(0010,2297)",Responsible Person,Responsible​Person,PN,1,,00102297
"(0010,2298)",Responsible Person Role,Responsible​Person​Role,CS,1,,00102298
"(0010,2299)",Responsible Organization,Responsible​Organization,LO,1,,00102299
"(0010,4000)",Patient Comments,Patient​Comments,LT,1,,00104000
"(0010,9431)",Examined Body Thickness,Examined​Body​Thickness,FL,1,,00109431
"(0012,0010)",Clinical Trial Sponsor Name,Clinical​Trial​Sponsor​Name,LO,1,,00120010
"(0012,0020)",Clinical Trial Protocol ID,Clinical​Trial​Protocol​ID,LO,1,,00120020
"(0012,0021)",Clinical Trial Protocol Name,Clinical​Trial​Protocol​Name,LO,1,,00120021
"(0012,0022)",Issuer of Clinical Trial Protocol ID,Issuer​Of​Clinical​Tria​lProtocol​ID,LO,1,,00120022
"(0012,0023)",Other Clinical Trial Protocol IDs Sequence,Other​Clinical​Trial​Protocol​IDs​Sequence,SQ,1,,00120023
"(0012,0030)",Clinical Trial Site ID,Clinical​Trial​Site​ID,LO,1,,00120030
"(0012,0031)",Clinical Trial Site Name,Clinical​Trial​Site​Name,LO,1,,00120031
"(0012,0032)",Issuer of Clinical Trial Site ID,Issuer​Of​Clinical​Trial​Site​ID,LO,1,,00120032
"(0012,0040)",Clinical Trial Subject ID,Clinical​Trial​Subject​ID,LO,1,,00120040
"(0012,0041)",Issuer of Clinical Trial Subject ID,Issuer​Of​Clinical​Trial​Subject​ID,LO,1,,00120041
"(0012,0042)",Clinical Trial Subject Reading ID,Clinical​Trial​Subject​Reading​ID,LO,1,,00120042
"(0012,0043)",Issuer of Clinical Trial Subject Reading ID,Issuer​Of​Clinical​Trial​Subject​Reading​ID,LO,1,,00120043
"(0012,0050)",Clinical Trial Time Point ID,Clinical​Trial​Time​Point​ID,LO,1,,00120050
"(0012,0051)",Clinical Trial Time Point Description,Clinical​Trial​Time​Point​Description,ST,1,,00120051
"(0012,0052)",Longitudinal Temporal Offset from Event,Longitudinal​Temporal​Offset​From​Event,FD,1,,00120052
"(0012,0053)",Longitudinal Temporal Event Type,Longitudinal​Temporal​Event​Type,CS,1,,00120053
"(0012,0054)",Clinical Trial Time Point Type Code Sequence,Clinical​Trial​Time​Point​Type​Code​Sequence,SQ,1,,00120054
"(0012,0055)",Issuer of Clinical Trial Time Point ID,Issuer​Of​Clinical​Trial​Time​Point​ID,LO,1,,00120055
"(0012,0060)",Clinical Trial Coordinating Center Name,Clinical​Trial​Coordinating​Center​Name,LO,1,,00120060
"(0012,0062)",Patient Identity Removed,Patient​Identity​Removed,CS,1,,00120062
"(0012,0063)",De-identification Method,Deidentification​Method,LO,1-n,,00120063
"(0012,0064)",De-identification Method Code Sequence,Deidentification​Method​Code​Sequence,SQ,1,,00120064
"(0012,0071)",Clinical Trial Series ID,Clinical​Trial​Series​ID,LO,1,,00120071
"(0012,0072)",Clinical Trial Series Description,Clinical​Trial​Series​Description,LO,1,,00120072
"(0012,0073)",Issuer of Clinical Trial Series ID,Issuer​Of​Clinical​Trial​Series​ID,LO,1,,00120073
"(0012,0081)",Clinical Trial Protocol Ethics Committee Name,Clinical​Trial​Protocol​Ethics​Committee​Name,LO,1,,00120081
"(0012,0082)",Clinical Trial Protocol Ethics Committee Approval Number,Clinical​Trial​Protocol​Ethics​Committee​Approval​Number,LO,1,,00120082
"(0012,0083)",Consent for Clinical Trial Use Sequence,Consent​For​Clinical​Trial​Use​Sequence,SQ,1,,00120083
"(0012,0084)",Distribution Type,Distribution​Type,CS,1,,00120084
"(0012,0085)",Consent for Distribution Flag,Consent​For​Distribution​Flag,CS,1,,00120085
"(0012,0086)",Ethics Committee Approval Effectiveness Start Date,Ethics​Committee​Approval​Effectiveness​Start​Date,DA,1,,00120086
"(0012,0087)",Ethics Committee Approval Effectiveness End Date,Ethics​Committee​Approval​Effectiveness​End​Date,DA,1,,00120087
"(0014,0023)",CAD File Format,CAD​File​Format,ST,1,RET (2011),00140023
"(0014,0024)",Component Reference System,Component​Reference​System,ST,1,RET (2011),00140024
"(0014,0025)",Component Manufacturing Procedure,Component​Manufacturing​Procedure,ST,1,DICONDE,00140025
"(0014,0028)",Component Manufacturer,Component​Manufacturer,ST,1,DICONDE,00140028
"(0014,0030)",Material Thickness,Material​Thickness,DS,1-n,DICONDE,00140030
"(0014,0032)",Material Pipe Diameter,Material​Pipe​Diameter,DS,1-n,DICONDE,00140032
"(0014,0034)",Material Isolation Diameter,Material​Isolation​Diameter,DS,1-n,DICONDE,00140034
"(0014,0042)",Material Grade,Material​Grade,ST,1,DICONDE,00140042
"(0014,0044)",Material Properties Description,Material​Properties​Description,ST,1,DICONDE,00140044
"(0014,0045)",Material Properties File Format (Retired),Material​Properties​File​Format​Retired,ST,1,RET (2011),00140045
"(0014,0046)",Material Notes,Material​Notes,LT,1,DICONDE,00140046
"(0014,0050)",Component Shape,Component​Shape,CS,1,DICONDE,00140050
"(0014,0052)",Curvature Type,Curvature​Type,CS,1,DICONDE,00140052
"(0014,0054)",Outer Diameter,Outer​Diameter,DS,1,DICONDE,00140054
"(0014,0056)",Inner Diameter,Inner​Diameter,DS,1,DICONDE,00140056
"(0014,0100)",Component Welder IDs,Component​Welder​IDs,LO,1-n,DICONDE,00140100
"(0014,0101)",Secondary Approval Status,Secondary​Approval​Status,CS,1,DICONDE,00140101
"(0014,0102)",Secondary Review Date,Secondary​Review​Date,DA,1,DICONDE,00140102
"(0014,0103)",Secondary Review Time,Secondary​Review​Time,TM,1,DICONDE,00140103
"(0014,0104)",Secondary Reviewer Name,Secondary​Reviewer​Name,PN,1,DICONDE,00140104
"(0014,0105)",Repair ID,Repair​ID,ST,1,DICONDE,00140105
"(0014,0106)",Multiple Component Approval Sequence,Multiple​Component​Approval​Sequence,SQ,1,DICONDE,00140106
"(0014,0107)",Other Approval Status,Other​Approval​Status,CS,1-n,DICONDE,00140107
"(0014,0108)",Other Secondary Approval Status,Other​Secondary​Approval​Status,CS,1-n,DICONDE,00140108
"(0014,0200)",Data Element Label Sequence,Data​Element​Label​Sequence,SQ,1,DICONDE,00140200
"(0014,0201)",Data Element Label Item Sequence,Data​Element​Label​Item​Sequence,SQ,1,DICONDE,00140201
"(0014,0202)",Data Element,Data​Element,AT,1,DICONDE,00140202
"(0014,0203)",Data Element Name,Data​Element​Name,LO,1,DICONDE,00140203
"(0014,0204)",Data Element Description,Data​Element​Description,LO,1,DICONDE,00140204
"(0014,0205)",Data Element Conditionality,Data​Element​Conditionality,CS,1,DICONDE,00140205
"(0014,0206)",Data Element Minimum Characters,Data​Element​Minimum​Characters,IS,1,DICONDE,00140206
"(0014,0207)",Data Element Maximum Characters,Data​Element​Maximum​Characters,IS,1,DICONDE,00140207
"(0014,1010)",Actual Environmental Conditions,Actual​Environmental​Conditions,ST,1,DICONDE,00141010
"(0014,1020)",Expiry Date,Expiry​Date,DA,1,DICONDE,00141020
"(0014,1040)",Environmental Conditions,Environmental​Conditions,ST,1,DICONDE,00141040
"(0014,2002)",Evaluator Sequence,Evaluator​Sequence,SQ,1,DICONDE,00142002
"(0014,2004)",Evaluator Number,Evaluator​Number,IS,1,DICONDE,00142004
"(0014,2006)",Evaluator Name,Evaluator​Name,PN,1,DICONDE,00142006
"(0014,2008)",Evaluation Attempt,Evaluation​Attempt,IS,1,DICONDE,00142008
"(0014,2012)",Indication Sequence,Indication​Sequence,SQ,1,DICONDE,00142012
"(0014,2014)",Indication Number,Indication​Number,IS,1,DICONDE,00142014
"(0014,2016)",Indication Label,Indication​Label,SH,1,DICONDE,00142016
"(0014,2018)",Indication Description,Indication​Description,ST,1,DICONDE,00142018
"(0014,201A)",Indication Type,Indication​Type,CS,1-n,DICONDE,0014201A
"(0014,201C)",Indication Disposition,Indication​Disposition,CS,1,DICONDE,0014201C
"(0014,201E)",Indication ROI Sequence,Indication​ROI​Sequence,SQ,1,DICONDE,0014201E
"(0014,2030)",Indication Physical Property Sequence,Indication​Physical​Property​Sequence,SQ,1,DICONDE,00142030
"(0014,2032)",Property Label,Property​Label,SH,1,DICONDE,00142032
"(0014,2202)",Coordinate System Number of Axes,Coordinate​System​Number​Of​Axes,IS,1,DICONDE,00142202
"(0014,2204)",Coordinate System Axes Sequence,Coordinate​System​Axes​Sequence,SQ,1,DICONDE,00142204
"(0014,2206)",Coordinate System Axis Description,Coordinate​System​Axis​Description,ST,1,DICONDE,00142206
"(0014,2208)",Coordinate System Data Set Mapping,Coordinate​System​Data​Set​Mapping,CS,1,DICONDE,00142208
"(0014,220A)",Coordinate System Axis Number,Coordinate​System​Axis​Number,IS,1,DICONDE,0014220A
"(0014,220C)",Coordinate System Axis Type,Coordinate​System​Axis​Type,CS,1,DICONDE,0014220C
"(0014,220E)",Coordinate System Axis Units,Coordinate​System​Axis​Units,CS,1,DICONDE,0014220E
"(0014,2210)",Coordinate System Axis Values,Coordinate​System​Axis​Values,OB,1,DICONDE,00142210
"(0014,2220)",Coordinate System Transform Sequence,Coordinate​System​Transform​Sequence,SQ,1,DICONDE,00142220
"(0014,2222)",Transform Description,Transform​Description,ST,1,DICONDE,00142222
"(0014,2224)",Transform Number of Axes,Transform​Number​Of​Axes,IS,1,DICONDE,00142224
"(0014,2226)",Transform Order of Axes,Transform​Order​Of​Axes,IS,1-n,DICONDE,00142226
"(0014,2228)",Transformed Axis Units,Transformed​Axis​Units,CS,1,DICONDE,00142228
"(0014,222A)",Coordinate System Transform Rotation and Scale Matrix,Coordinate​System​Transform​Rotation​And​Scale​Matrix,DS,1-n,DICONDE,0014222A
"(0014,222C)",Coordinate System Transform Translation Matrix,Coordinate​System​Transform​Translation​Matrix,DS,1-n,DICONDE,0014222C
"(0014,3011)",Internal Detector Frame Time,Internal​Detector​Frame​Time,DS,1,DICONDE,00143011
"(0014,3012)",Number of Frames Integrated,Number​Of​Frames​Integrated,DS,1,DICONDE,00143012
"(0014,3020)",Detector Temperature Sequence,Detector​Temperature​Sequence,SQ,1,DICONDE,00143020
"(0014,3022)",Sensor Name,Sensor​Name,ST,1,DICONDE,00143022
"(0014,3024)",Horizontal Offset of Sensor,Horizontal​Offset​Of​Sensor,DS,1,DICONDE,00143024
"(0014,3026)",Vertical Offset of Sensor,Vertical​Offset​Of​Sensor,DS,1,DICONDE,00143026
"(0014,3028)",Sensor Temperature,Sensor​Temperature,DS,1,DICONDE,00143028
"(0014,3040)",Dark Current Sequence,Dark​Current​Sequence,SQ,1,DICONDE,00143040
"(0014,3050)",Dark Current Counts,Dark​Current​Counts,OB or OW,1,DICONDE,00143050
"(0014,3060)",Gain Correction Reference Sequence,Gain​Correction​Reference​Sequence,SQ,1,DICONDE,00143060
"(0014,3070)",Air Counts,Air​Counts,OB or OW,1,DICONDE,00143070
"(0014,3071)",KV Used in Gain Calibration,KV​Used​In​Gain​Calibration,DS,1,DICONDE,00143071
"(0014,3072)",MA Used in Gain Calibration,MA​Used​In​Gain​Calibration,DS,1,DICONDE,00143072
"(0014,3073)",Number of Frames Used for Integration,Number​Of​Frames​Used​For​Integration,DS,1,DICONDE,00143073
"(0014,3074)",Filter Material Used in Gain Calibration,Filter​Material​Used​In​Gain​Calibration,LO,1,DICONDE,00143074
"(0014,3075)",Filter Thickness Used in Gain Calibration,Filter​Thickness​Used​In​Gain​Calibration,DS,1,DICONDE,00143075
"(0014,3076)",Date of Gain Calibration,Date​Of​Gain​Calibration,DA,1,DICONDE,00143076
"(0014,3077)",Time of Gain Calibration,Time​Of​Gain​Calibration,TM,1,DICONDE,00143077
"(0014,3080)",Bad Pixel Image,Bad​Pixel​Image,OB,1,DICONDE,00143080
"(0014,3099)",Calibration Notes,Calibration​Notes,LT,1,DICONDE,00143099
"(0014,3100)",Linearity Correction Technique,Linearity​Correction​Technique,LT,1,DICONDE,00143100
"(0014,3101)",Beam Hardening Correction Technique,Beam​Hardening​Correction​Technique,LT,1,DICONDE,00143101
"(0014,4002)",Pulser Equipment Sequence,Pulser​Equipment​Sequence,SQ,1,DICONDE,00144002
"(0014,4004)",Pulser Type,Pulser​Type,CS,1,DICONDE,00144004
"(0014,4006)",Pulser Notes,Pulser​Notes,LT,1,DICONDE,00144006
"(0014,4008)",Receiver Equipment Sequence,Receiver​Equipment​Sequence,SQ,1,DICONDE,00144008
"(0014,400A)",Amplifier Type,Amplifier​Type,CS,1,DICONDE,0014400A
"(0014,400C)",Receiver Notes,Receiver​Notes,LT,1,DICONDE,0014400C
"(0014,400E)",Pre-Amplifier Equipment Sequence,Pre​Amplifier​Equipment​Sequence,SQ,1,DICONDE,0014400E
"(0014,400F)",Pre-Amplifier Notes,Pre​Amplifier​Notes,LT,1,DICONDE,0014400F
"(0014,4010)",Transmit Transducer Sequence,Transmit​Transducer​Sequence,SQ,1,DICONDE,00144010
"(0014,4011)",Receive Transducer Sequence,Receive​Transducer​Sequence,SQ,1,DICONDE,00144011
"(0014,4012)",Number of Elements,Number​Of​Elements,US,1,DICONDE,00144012
"(0014,4013)",Element Shape,Element​Shape,CS,1,DICONDE,00144013
"(0014,4014)",Element Dimension A,Element​Dimension​A,DS,1,DICONDE,00144014
"(0014,4015)",Element Dimension B,Element​Dimension​B,DS,1,DICONDE,00144015
"(0014,4016)",Element Pitch A,Element​Pitch​A,DS,1,DICONDE,00144016
"(0014,4017)",Measured Beam Dimension A,Measured​Beam​Dimension​A,DS,1,DICONDE,00144017
"(0014,4018)",Measured Beam Dimension B,Measured​Beam​Dimension​B,DS,1,DICONDE,00144018
"(0014,4019)",Location of Measured Beam Diameter,Location​Of​Measured​Beam​Diameter,DS,1,DICONDE,00144019
"(0014,401A)",Nominal Frequency,Nominal​Frequency,DS,1,DICONDE,0014401A
"(0014,401B)",Measured Center Frequency,Measured​Center​Frequency,DS,1,DICONDE,0014401B
"(0014,401C)",Measured Bandwidth,Measured​Bandwidth,DS,1,DICONDE,0014401C
"(0014,401D)",Element Pitch B,Element​Pitch​B,DS,1,DICONDE,0014401D
"(0014,4020)",Pulser Settings Sequence,Pulser​Settings​Sequence,SQ,1,DICONDE,00144020
"(0014,4022)",Pulse Width,Pulse​Width,DS,1,DICONDE,00144022
"(0014,4024)",Excitation Frequency,Excitation​Frequency,DS,1,DICONDE,00144024
"(0014,4026)",Modulation Type,Modulation​Type,CS,1,DICONDE,00144026
"(0014,4028)",Damping,Damping,DS,1,DICONDE,00144028
"(0014,4030)",Receiver Settings Sequence,Receiver​Settings​Sequence,SQ,1,DICONDE,00144030
"(0014,4031)",Acquired Soundpath Length,Acquired​Soundpath​Length,DS,1,DICONDE,00144031
"(0014,4032)",Acquisition Compression Type,Acquisition​Compression​Type,CS,1,DICONDE,00144032
"(0014,4033)",Acquisition Sample Size,Acquisition​Sample​Size,IS,1,DICONDE,00144033
"(0014,4034)",Rectifier Smoothing,Rectifier​Smoothing,DS,1,DICONDE,00144034
"(0014,4035)",DAC Sequence,DAC​Sequence,SQ,1,DICONDE,00144035
"(0014,4036)",DAC Type,DAC​Type,CS,1,DICONDE,00144036
"(0014,4038)",DAC Gain Points,DAC​Gain​Points,DS,1-n,DICONDE,00144038
"(0014,403A)",DAC Time Points,DAC​Time​Points,DS,1-n,DICONDE,0014403A
"(0014,403C)",DAC Amplitude,DAC​Amplitude,DS,1-n,DICONDE,0014403C
"(0014,4040)",Pre-Amplifier Settings Sequence,Pre​Amplifier​Settings​Sequence,SQ,1,DICONDE,00144040
"(0014,4050)",Transmit Transducer Settings Sequence,Transmit​Transducer​Settings​Sequence,SQ,1,DICONDE,00144050
"(0014,4051)",Receive Transducer Settings Sequence,Receive​Transducer​Settings​Sequence,SQ,1,DICONDE,00144051
"(0014,4052)",Incident Angle,Incident​Angle,DS,1,DICONDE,00144052
"(0014,4054)",Coupling Technique,Coupling​Technique,ST,1,DICONDE,00144054
"(0014,4056)",Coupling Medium,Coupling​Medium,ST,1,DICONDE,00144056
"(0014,4057)",Coupling Velocity,Coupling​Velocity,DS,1,DICONDE,00144057
"(0014,4058)",Probe Center Location X,Probe​Center​Location​X,DS,1,DICONDE,00144058
"(0014,4059)",Probe Center Location Z,Probe​Center​Location​Z,DS,1,DICONDE,00144059
"(0014,405A)",Sound Path Length,Sound​Path​Length,DS,1,DICONDE,0014405A
"(0014,405C)",Delay Law Identifier,Delay​Law​Identifier,ST,1,DICONDE,0014405C
"(0014,4060)",Gate Settings Sequence,Gate​Settings​Sequence,SQ,1,DICONDE,00144060
